Influence,Participant,Email,Name,Joined Date,Approximate Locations,Assessment Amount,Civility Pledge,"Civility Pledge: Yes, I agree",Friend Referral,Friend Referral: Yes,Friend Referral: No,How did you hear about this survey?,How did you hear about this survey?: From a friend,How did you hear about this survey?:  From the news media,How did you hear about this survey?: I received an email from the City inviting me to participate,How did you hear about this survey?: From the City’s website,How did you hear about this survey?: From a social media post by a friend/business/organization I follow,How did you hear about this survey?: From a City Council meeting or from a Councillor,How did you hear about this survey?:  From one of the City’s social media channels,How long have you been living in Prince George?,How long have you been living in Prince George?: More than 10 years,How long have you been living in Prince George?: 6-10 years,How long have you been living in Prince George?: 3-5 years,How long have you been living in Prince George?: Less than 1 year,How long have you been living in Prince George?: 1-2 years,New Learnings,New Learnings: Yes,New Learnings: No,Other Processes,Other Processes: Yes,Other Processes: No,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Pools,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Arenas,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Playgrounds,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Sidewalks,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Roads,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Stormwater drainage,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Energy – heat and electricity,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Nature parks and trails,"Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds",Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Performing Arts,Process Evaluation,Property Type,Provide your input to the City of Prince George,Provide your input to the City of Prince George: Submit,Satisfaction  Roads and Sidewalks Services,Satisfaction Bylaw Enforcement,Satisfaction Community Planning and Infrastructure,Satisfaction Community Support services,Satisfaction Corporate Services,Satisfaction Fire Protection,"Satisfaction Parks, Trails, and Beautification",Satisfaction Police Services,Satisfaction Public Transit,Satisfaction Recreation and Community Services,Satisfaction Services that attract and retain business and facilitate development,Satisfaction Snow and Ice Control,Support for Final Decision,Support for Final Decision: Yes,Support for Final Decision: No,Support for Group Results,Support for Group Results: Yes,Support for Group Results: No,What do you feel are key topics the City should consider as it establishes its 2023 budget?,Corporate Services,Community Planning and Infrastructure,Services that attract and retain business and facilitate development,Community Support services ,"Parks, Trails, and Beautification",Recreation and Community Services, Public Transit Services,Roads and Sidewalks,Snow and Ice Control,Bylaw Enforcement Services,Fire Protection Services,Police Services,Services that attract and retain business and facilitate development Weight,Community Planning and Infrastructure Weight,Community Support services  Weight,Snow and Ice Control Weight,Roads and Sidewalks Weight,"Parks, Trails, and Beautification Weight",Recreation and Community Services Weight,Police Services Weight,Fire Protection Services Weight,Bylaw Enforcement Services Weight, Public Transit Services Weight,Corporate Services Weight
1,b0527907-56e9-4285-9566-22c2411d6487,,Guest,"Oct 27, 2022  7:49pm",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire Protection Services: Keep the Same (381.15), 5% Decrease (582.0230197),,,,,,,,,,,,
1,32f253ac-4e31-445b-a7d2-defbb9ed207d,,Guest,"Oct 27, 2022  9:09pm",Prince George (CA),724000,,,,,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,,,,,,,"Pools, Roads, Stormwater drainage",Selected,,,,Selected,Selected,,,,,,,Submit,Selected,,,,,,,,,,,,,,,,,,,"Roads not in the bowl need to be upgraded to city specs.
I live on Sparwood Rd and our road is horrible. We have a huge amount of traffic and large trucks.
This poor old mix of ground up blacktop cannot withstand the beating it has had to take.
Please consider some of these well used roads in your budget. Thanks",Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : Keep the Same (117.09),"Parks, Trails, and Beautification: 10% Increase (105.9982695)",Recreation and Community Services: 5% Increase (180.5907037), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: 10% Increase (123.440676),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 10% Increase (52.79147298),Fire Protection Services: Keep the Same (381.15),Police Services: 5% Increase (643.2886007),62,62,,,67,52,,64,60,68,54,
1,bcc50a7f-f628-4af5-ab8b-ecc98ba621dc,,Guest,"Oct 27, 2022  9:57pm",Vancouver (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,c1d12917-4999-4539-b812-451cd2285de3,,Guest,"Oct 27, 2022 10:01pm",(US),800000,,,,,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,,,,,,,"Sidewalks, Roads",,,,Selected,Selected,,,,,,,,Submit,Selected,4,,,,,,,,3,,,,,,,,,,Housing for homeless. Sidewalks and road clearing - especially in areas where children walk to school. These roads are often plowed last which leads to dangerous conditions where kids walk to school (without sidewalks),Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: 10% Decrease (4),Community Support services : 5% Decrease (111.2336357),Keep the same (96.36),Recreation and Community Services: 5% Decrease (163.3915891), Public Transit Services: 5% Increase (89.23164117),Roads and Sidewalks: 10% Increase (123.440676),Snow and Ice Control: 10% Increase (218.9254869),Bylaw Enforcement Services: 5% Decrease (45.59263576),Fire Protection Services: Keep the Same (381.15),Police Services: 5% Increase (643.2886007),30,,,79,81,,,,61,,81,24
1,93c0c685-89ae-4ba9-a97e-3aa1a7b8daec,,Guest,"Oct 27, 2022 11:00pm",Bamfield (CA),452000,,,"Yes, To get the city to improve.",Selected,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,No,,Selected,Yes,Selected,,"Sidewalks, Roads",,,,Selected,Selected,,,,,,,,Submit,Selected,7,0,0,0,0,6,1,0,0,2,0,7,No,,Selected,No,,Selected,"Policing, crime, lack of homeowner safety, extraordinary business expenses for repair and insurance premiums due to crime.",Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 15% Decrease (99.52483193),"Parks, Trails, and Beautification: 15% Decrease (81.90775371)",Recreation and Community Services: 15% Decrease (146.1924744), Public Transit Services: 15% Decrease (72.23513809),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: 5% Decrease (189.0720114),Bylaw Enforcement Services: 15% Decrease (40.79341094),Fire Protection Services: Keep the Same (381.15),Police Services: 15% Increase (704.5541818),29,19,2,,,15,17,99,77,20,4,3
1,58af39c7-2fea-420a-9bdb-9cf096ad2e01,,Guest,"Oct 27, 2022 11:11pm",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Support services : 15% Decrease (99.52483193),"Parks, Trails, and Beautification: 15% Increase (110.8163727)",Recreation and Community Services: 15% Decrease (146.1924744), Public Transit Services: 15% Decrease (72.23513809),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: 15% Increase (228.8766454),Bylaw Enforcement Services: 15% Decrease (40.79341094),Fire Protection Services: 15% Increase (438.3199012),Police Services: Keep the Same (612.66),,,,,,,,,,,,
1,8767d373-4f35-494b-a8ca-cccf4d41055f,,Guest,"Oct 28, 2022  1:00am",Vancouver (CA),,,,,,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,,,,,,,"Sidewalks, Roads, Stormwater drainage, Energy – heat and electricity",,,,Selected,Selected,Selected,Selected,,,,,,Submit,Selected,7,2,8,3,7,10,10,4,6,7,6,8,,,,,,,"Getting spending under control. I understand that projects need to happen, but there needs to be more accountability for when things go over budget. Overall, I think that the city of pg is doing a good job. It would be nice to figure out something to do about the downtown core, as I won't even go there anymore. A friend of mine came to visit the other day, and had her truck broken into in the mall parking lot. PG is going downhill, and someone needs to figure out how to save it.",Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: 10% Increase (153.6222472),Services that attract and retain business and facilitate development: 5% Increase (7),Community Support services : Keep the Same (117.09),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 5% Decrease (80.73338963),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: 10% Increase (218.9254869),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: 15% Increase (704.5541818),72,33,58,80,79,58,50,100,100,71,1,60
1,8a4ff7e5-43d0-4acf-9b1d-4fbe74731771,,Guest,"Oct 28, 2022  3:30am",Field (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Police Services: Keep the Same (612.66),,,,,,,,,,,,
1,9b17216a-27ff-4933-9816-c888643cc4c5,,Guest,"Oct 28, 2022  4:53am",Prince George (CA),595000,,,"Yes, public input is important.",Selected,,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Sidewalks, Roads, Energy – heat and electricity",,,,Selected,Selected,,Selected,,,,9,,Submit,Selected,8,3,2,8,2,9,8,4,8,8,8,8,Yes,Selected,,Yes,Selected,,Maintaining existing infrastructure and not trying to grow the city. It is big enough and we need to live with what we have. We can't sustain continuous growth. Crack down on crime and make it a safe city for everyone.,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : Keep the Same (117.09),,Recreation and Community Services: Keep the Same (171.99), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: 5% Increase (643.2886007),,57,57,93,76,71,60,99,99,80,,
1,7c49b7f0-e700-4b56-b040-816a1f274aa2,,Guest,"Oct 28, 2022  6:41am",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7e8cee8b-5625-4f8b-ab87-21ac8ce2fcd2,,Guest,"Oct 28, 2022  6:41am",Prince George (CA),,,,Yes,Selected,,From a social media post by a friend/business/organization I follow,,,,,Selected,,,1-2 years,,,,,Selected,,,,Yes,Selected,,"Playgrounds, Sidewalks, Roads, Stormwater drainage, Energy – heat and electricity, Nature parks and trails",,,Selected,Selected,Selected,Selected,Selected,Selected,,,10,,Submit,Selected,4,10,,,,10,6,10,6,9,,10,Yes,Selected,,Yes,Selected,,,Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 5% Increase (122.9424394),"Parks, Trails, and Beautification: 5% Increase (101.1801663)",Recreation and Community Services: Keep the Same (171.99), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),58,52,67,100,100,92,82,100,100,68,100,36
1,ea25d8a7-dea1-4dc0-805e-54887a20df2a,,Guest,"Oct 28, 2022  7:57am",Surrey (CA),80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: 5% Decrease (5),,Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: 5% Increase (643.2886007),,,,,,,,,,,,
1,7254f4a4-5f25-443b-868d-3066b76156c3,,Guest,"Oct 28, 2022  8:19am",Surrey (CA),,,,,,,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,,,,,,,"Sidewalks, Roads, Stormwater drainage, Energy – heat and electricity",,,,Selected,Selected,Selected,Selected,,,,,,Submit,Selected,6,3,2,6,2,8,6,6,5,6,5,5,,,,,,,,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : Keep the Same (117.09),Keep the same (96.36),Recreation and Community Services: 5% Decrease (163.3915891), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: 5% Increase (643.2886007),59,70,,64,67,50,38,79,62,53,44,
1,34d1c132-121a-4d6b-bf5b-98b01d5e245b,,Guest,"Oct 28, 2022  9:46am",Prince George (CA),340000,,,,,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,,,,,,,"Roads, Energy – heat and electricity, Nature parks and trails, Performing Arts",,,,,Selected,,Selected,Selected,,Selected,,,Submit,Selected,5,2,6,,,5,,6,3,,0,7,,,,,,,Not bleeding it’s citizens dry post pandemic and in the middle of a recession,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: 15% Increase (9),Community Support services : 5% Increase (122.9424394),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 5% Decrease (80.73338963),Roads and Sidewalks: Keep the Same (112.22),,Bylaw Enforcement Services: 5% Decrease (45.59263576),Fire Protection Services: 5% Decrease (362.0903532),Police Services: Keep the Same (612.66),72,63,74,61,,17,,57,43,23,32,24
1,d58bc853-0af2-42db-bde2-5e0395f75a2b,,Guest,"Oct 28, 2022 11:41am",Denver (US),,,,,,,From one of the City’s social media channels,,,,,,,Selected,6-10 years,,Selected,,,,,,,,,,"Sidewalks, Stormwater drainage",,,,Selected,,Selected,,,,,,,Submit,Selected,,,,,,,,10,0,,,,,,,,,,,,,,Community Support services : 10% Decrease (105.3792338),"Parks, Trails, and Beautification: 5% Increase (101.1801663)",Recreation and Community Services: 10% Increase (189.190261), Public Transit Services: 10% Increase (93.48076694),,,Bylaw Enforcement Services: 5% Decrease (45.59263576),Fire Protection Services: 10% Increase (419.2625142),Police Services: 10% Increase (673.9213912),100,,,,,1,100,,,,,17
1,659299cf-f635-43f2-baf3-c72152b1bae8,,Guest,"Oct 28, 2022  1:41pm",Prince George (CA),693000,,,Yes,Selected,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Arenas, Sidewalks, Roads, Nature parks and trails",,Selected,,Selected,Selected,,,Selected,,,8,,Submit,Selected,,,,,4,9,,7,,,,,No,,Selected,Yes,Selected,,Increase in staffing for fire suppression along with a training facility.,Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : Keep the Same (117.09),Keep the same (96.36),Recreation and Community Services: 5% Increase (180.5907037), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: 15% Increase (438.3199012),Police Services: 15% Increase (704.5541818),,,,65,,,,100,100,76,,21
1,56490dd4-4410-45fb-b7ae-ccbb091ec191,,Guest,"Oct 28, 2022  2:03pm",(CA),550000,,,,,,From a friend,Selected,,,,,,,More than 10 years,Selected,,,,,,,,,,,"Roads, Stormwater drainage, Energy – heat and electricity, Nature parks and trails",,,,,Selected,Selected,Selected,Selected,,,,,Submit,Selected,6,,,,,,,,,,,6,,,,,,,,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : Keep the Same (117.09),Keep the same (96.36),Recreation and Community Services: 5% Decrease (163.3915891), Public Transit Services: 5% Decrease (80.73338963),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),,,28,97,97,,17,98,98,,3,12
1,78e18d31-05f2-41bb-b795-596e712a6bbb,,Guest,"Oct 28, 2022  4:45pm",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,d664baf5-cc1e-4744-ba91-2f6d64c084bb,,Guest,"Oct 28, 2022  6:02pm",Henderson (US),680000,,,Yes,Selected,,From a social media post by a friend/business/organization I follow,,,,,Selected,,,More than 10 years,Selected,,,,,No,,Selected,No,,Selected,"Roads, Stormwater drainage, Energy – heat and electricity",,,,,Selected,Selected,Selected,,,,,,Submit,Selected,1,0,0,0,0,,0,,1,0,0,2,No,,Selected,Yes,Selected,,Using hard working taxpayers money to better the city and stop over spending on things we don’t need instead of fixing current problems.,Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: 15% Decrease (118.7081001),Services that attract and retain business and facilitate development: 15% Decrease (3),Community Support services : 15% Decrease (99.52483193),"Parks, Trails, and Beautification: 10% Increase (105.9982695)",Recreation and Community Services: 15% Decrease (146.1924744), Public Transit Services: 5% Decrease (80.73338963),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: 10% Increase (218.9254869),Bylaw Enforcement Services: 15% Decrease (40.79341094),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),1,1,1,49,20,,1,85,88,1,1,1
1,cd416045-bec6-444f-8484-61a49a167ef5,,Guest,"Oct 28, 2022  6:14pm",Prince George (CA),2000000,,,"Yes, Easy",Selected,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Sidewalks, Roads, Stormwater drainage, Energy – heat and electricity",,,,Selected,Selected,Selected,Selected,,,,,,Submit,Selected,10,10,3,,,8,10,6,,10,,10,Yes,Selected,,Yes,Selected,,Focus on the infrastructure. More policing to help with the decaying downtown situation.,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : Keep the Same (117.09),"Parks, Trails, and Beautification: 5% Decrease (91.54396003)",Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 5% Decrease (80.73338963),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 10% Decrease (43.19302335),Fire Protection Services: 5% Increase (400.2051272),Police Services: 5% Increase (643.2886007),18,,,74,74,,,100,100,,,17
1,cc6457dd-2412-467b-b4be-52925ae7a662,,Guest,"Oct 28, 2022  6:19pm",Burnaby (CA),,,,,,,From one of the City’s social media channels,,,,,,,Selected,3-5 years,,,Selected,,,,,,,,,"Roads, Energy – heat and electricity",,,,,Selected,,Selected,,,,,,,,,,3,,3,7,,7,5,,4,,,,,,,,Allow SUFFICIENT internal resources to allocate and spend budgets properly,Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: 5% Decrease (132.6737589),Services that attract and retain business and facilitate development: 15% Increase (9),Community Support services : Keep the Same (117.09),"Parks, Trails, and Beautification: 10% Decrease (86.72585687)",Recreation and Community Services: Keep the Same (171.99),,Roads and Sidewalks: 5% Decrease (106.6078566),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: 10% Increase (673.9213912),64,100,26,84,72,62,42,78,79,49,23,33
1,04b1672b-928f-413b-b10c-ba8c342cddc6,,Guest,"Oct 28, 2022  6:26pm",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,938bab5c-440f-4210-9e5c-0c9a7bdc9742,,Guest,"Oct 28, 2022  6:29pm",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,d7b22d15-ae90-4f99-8091-032f8d9638e8,,Guest,"Oct 28, 2022  6:32pm",(CA),210000,,,,,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,,,,,,,"Roads, Stormwater drainage, Energy – heat and electricity, Nature parks and trails",,,,,Selected,Selected,Selected,Selected,,,,,Submit,Selected,,,,,,,,,,,,,,,,,,,,Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: 10% Increase (153.6222472),Services that attract and retain business and facilitate development: 5% Increase (7),Community Support services : 5% Increase (122.9424394),"Parks, Trails, and Beautification: 5% Increase (101.1801663)",Recreation and Community Services: 5% Increase (180.5907037), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15), 5% Decrease (582.0230197),40,64,70,71,,64,57,39,50,35,30,24
1,9bee34cc-5d8e-4577-b831-aca70e39aa83,,Guest,"Oct 28, 2022  6:39pm",Burnaby (CA),518000,,,,,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,,,,,,,"Roads, Stormwater drainage, Energy – heat and electricity, Nature parks and trails",,,,,Selected,Selected,Selected,Selected,,,,,Submit,Selected,7,4,3,3,,6,7,6,2,,,7,,,,,,,,Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: 15% Increase (160.6050766),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 5% Increase (122.9424394),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 10% Increase (93.48076694),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: 5% Decrease (189.0720114),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: 5% Increase (643.2886007),,65,60,40,,,,70,70,,,
1,5f65d753-83ca-4921-be1a-1e5f66c07784,,Guest,"Oct 28, 2022  6:49pm",Prince George (CA),,,,Yes,Selected,,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,No,,Selected,No,,Selected,"Sidewalks, Roads, Stormwater drainage",,,,Selected,Selected,Selected,,,,,,,Submit,Selected,,2,1,2,2,,3,,3,,2,,No,,Selected,No,,Selected,,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: 10% Decrease (125.6909295),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 5% Decrease (111.2336357),"Parks, Trails, and Beautification: 5% Decrease (91.54396003)",Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 5% Decrease (80.73338963),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),21,22,26,,,30,,,68,31,34,19
1,8ade395f-bdb6-467c-9015-8e097664c0ff,,Guest,"Oct 28, 2022  6:55pm",(CA),300000,,,,,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,,,,,,,"Stormwater drainage, Nature parks and trails",,,,,,Selected,,Selected,,,,,Submit,Selected,7,7,,,,6,7,6,6,,,7,,,,,,,"It would be great to have winter walking trails, Even if one of the loops around in Cotton wood were plowed. 
Storm Drains, seems like every year my street flood and backs up to the house. I try to keep the storm drain cleared but as soon as the graders plow the street in the winter it gets buried under 10ft of ice/snow. Would be nice if there was a marker similar to hydrants.",Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: 5% Decrease (132.6737589),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 5% Decrease (111.2336357),"Parks, Trails, and Beautification: 5% Increase (101.1801663)",Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 5% Decrease (80.73338963),Roads and Sidewalks: 5% Decrease (106.6078566),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 5% Increase (50.39186057),Fire Protection Services: 5% Increase (400.2051272),Police Services: 5% Increase (643.2886007),30,35,22,,26,66,41,77,99,70,2,
1,97bc0cb8-5fc5-4177-9b7d-9ec86aceae34,,Guest,"Oct 28, 2022  6:57pm",Surrey (CA),250000,,,,,,From a social media post by a friend/business/organization I follow,,,,,Selected,,,More than 10 years,Selected,,,,,,,,,,,"Arenas, Sidewalks, Roads, Stormwater drainage",,Selected,,Selected,Selected,Selected,,,,,,,,,,,,,,,,,,,,8,,,,,,,,Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : 5% Decrease (111.2336357),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: 5% Increase (400.2051272),Police Services: 5% Increase (643.2886007),81,67,37,74,82,45,,60,60,39,28,39
1,b156a917-db82-4b4f-9d12-5a8cc09de136,,Guest,"Oct 28, 2022  7:05pm",Langley (CA),430000,,,,,,From a social media post by a friend/business/organization I follow,,,,,Selected,,,1-2 years,,,,,Selected,,,,,,,"Nature parks and trails, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds, Performing Arts",,,,,,,,Selected,Selected,Selected,,,Submit,Selected,6,,3,1,,,3,0,2,3,,6,,,,,,,"The survey question about ""importance"" would be a hard one to interpret. For instance, policing is a very important issue to my family, but we would like to see policing services cut back substantially. Adding policing and surveillance downtown will not solve the issue of unhoused people. We need community supports. Please seriously consider repealing the ""safe streets"" bylaw (or, put out a survey that explicitly asks about this bylaw, and transparently share the results with your constituents). It seemed obvious throughout the municipal debates that PG citizens are unhappy with the ""safe streets"" bylaw. This bylaw does not support reconciliation efforts, which are crucial for our northern community that has a high proportion of people identifying as Indigenous (the new census data supports this). Thank you for your time.",Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: 5% Decrease (132.6737589),Services that attract and retain business and facilitate development: 10% Decrease (4),Community Support services : 15% Increase (134.6512432),"Parks, Trails, and Beautification: 10% Increase (105.9982695)",Recreation and Community Services: 10% Increase (189.190261), Public Transit Services: 10% Increase (93.48076694),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: 15% Decrease (520.7574387),24,92,100,61,63,77,66,50,33,30,,16
